id,directory,listing_title,listing_content,tag,category,publish_date,atbdp_post_views_count,listing_img,videourl,tagline,custom-url
"1830","general","Ilse Vandevyvere","Ilse Vandevyvere is an expert in commercial engineering with a fast-growing track record in marketing, sales &amp; commercial functions. She is passionate about Agile &amp; Emotional Intelligence and loves taking on new business or people challenges. Her customers and team members are what get her happily out of bed in the morning. Her passion for her work is contagious and inspiring. She has a unique ability to see things from different perspectives and provide valuable insights that can help businesses grow and succeed. Her expertise in commercial engineering combined with her passion for Agile &amp; Emotional Intelligence makes her an excellent choice for providing a second opinion. She has a proven track record of success and has helped many businesses achieve their goals.

&nbsp;

Worked before at Proximus

&nbsp;

[booknetic staff=33]","","Channel Sales,Customer Experience,Funnel Analysis,Hybrid Working,Leadership Development,Remuneration &amp; Incentives,Sales Strategy,Sales Tooling,Value Selling","2023-03-09 19:55:56","370","https://xpertopinion.be/wp-content/uploads/2023/03/ilse-vandevijvere.jpg","","Sales and Market Professional","https://www.linkedin.com/in/ilse260484/"
"1827","general","Sabine Fannes","Sabine Fannes is a senior HR architect and certified coach with an eye and a heart for people. She is the founder of BeyondYou . Sabine has worked in former executive HR positions at RealDolmen, Clear2Pay, Logica, etc. She has a lot of experience in working like an architect in HR where she analyzes needs, creates plans, determines priorities and work points together with the team, and guides the project until delivery. Sabine is an expert in HR project management and personal/team development. Based on her experience and expertise, Sabine Fannes would be a great expert to provide a second opinion on your HR project .

&nbsp;

[booknetic staff=47]","","Change Management,Compen &amp; Ben,Hybrid Working,Learning and Talent Development,Social Relations","2023-03-09 19:44:40","274","https://xpertopinion.be/wp-content/uploads/2023/03/sabine-fannes.jpg","","","https://www.linkedin.com/in/sabinefannes/"
"1824","general","Edwin Van Waes","Edwin Van Waes is a great expert to give a second opinion on sales matters. He has a long and successful career in the commercial sector, where he has inspired and motivated teams to get the best out of themselves. He has a result-oriented mentality, where he always strives for high standards, integrity and respect. He leads by example and conveys his enthusiasm and positive mindset to others. He also has a large network of personal contacts, who help him achieve his goals. He is currently commercial director at a company that specializes in IT solutions. He has a degree in industrial sciences: electronics-ICT (industrial engineer) from the University of Antwerp. Edwin Van Waes is someone who knows what he is talking about and who can help you improve your sales performance.

&nbsp;

Former SVP Salesforce and Sales Director SAS

&nbsp;

[booknetic staff=71]","","account &amp; opportunity,Funnel Analysis,Remuneration &amp; Incentives,Sales Tooling,Value Selling","2023-03-09 19:38:48","311","https://xpertopinion.be/wp-content/uploads/2023/03/edwin-van-waes.jpg","","Experienced Commercial and Executive Manager","https://www.linkedin.com/in/edwinvanwaes/"
"1821","general","Dirk Debraekeleer","Dirk Debraekeleer is a seasoned leader who can help you take your organization and your people to the next level.

He has a wealth of experience in different industries, such as business-to-business, technology, ICT and media. He has been the CEO of Mediagenix, a leading software provider for media companies, and the CCO of RealDolmen, a major ICT integrator. He knows how to create sustainable value by building the right business-critical foundations. He can provide you with a second opinion on your strategy, vision and culture, and help you align them with your goals and values.

Dirk Debraekeleer is also a mentor who can guide you and your teams in your growth journey. He can inspire you to develop your leadership skills and potential, and to foster collaboration and innovation. If you are looking for an expert who can challenge you and support you in your transformation, Dirk Debraekeleer is the one you need.

&nbsp;

[booknetic staff=36]","","complex Deal Structuring,Corporate Strategy,ICT strategy &amp; Organization,M&amp;A / Due Dilligence,Sales Strategy","2023-03-09 19:31:31","327","https://xpertopinion.be/wp-content/uploads/2023/04/xpert-dirk-de-braekeleer.jpg","","","https://www.linkedin.com/in/dirk-debraekeleer-0b98972/"
"1350","general","Stephane Jacobs","Stephane Jacobs is a freelance mobility consultant and fin-tech entrepreneur with a Master’s degree in Transport Economics from the University of Antwerp. He has co-founded several innovative ventures in the fields of mobile parking, electronic meal vouchers, city gift cards and ship-to-shore facilities. He has also been managing director of Mobile-for, an affiliated company of Proximus and leading mobility service provider that offers traffic management and mobile payment solutions for the European market. Before that, he was senior manager at IBM Global Business Services and PWC, where he helped policy and decision makers with strategic decisions in various domains such as business strategy, performance improvement and investment analysis. He has extensive expertise in the public sector, public enterprises and ports, maritime and logistics sectors. Today, he is active as an external advisor of the Flemish Government regarding the transition towards zero emission transportation. Recently, he advised Mastercard regarding their in-car commerce strategy and Parking Brussels regarding their control processes. As an expert, he can provide a good second opinion on any mobility or fin-tech related cases.

His most important expertise, specializations and interests are related to:
• Business Strategy development and Implementation assistance;
• ICT-Strategy development and assistance;
• Audit of public and semi public organizations;
• Performance improvement;
• Process- and programme assistance;
• Investment analysis and socio-economic evaluation of huge investment projects;
• Public and private policy development and -evaluation;
• Preparation of alternative financing solutions;
• Location advise.
His market segment expertise is:
• The public sector domain (Benelux, Flemish and federal government);
• Public enterprises in transition;
• Ports, maritime and logistics sector.

Specialties: Transport &amp; (e)Mobility, Mobile Payments &amp; Fin-Tech start-ups

&nbsp;

[booknetic staff=1]
<div id='ConnectiveDocSignExtentionInstalled' data-extension-version='1.0.4'></div>","","(Fleet) Transition to Electric,Business Case Modelling,Financing &amp; Subsidies,Procurement , RFI , RFP,...","2023-02-24 22:58:54","390","https://xpertopinion.be/wp-content/uploads/2023/02/Stephane-zw-scaled-e1677279673470.jpg","","","https://www.linkedin.com/in/stephanejacobs/"
"1347","general","Stijn Vander Plaetse","Stijn Vander Plaetse is a former vice president and CEO with over two decades of experience in the telecommunications, cloud and IT industry. He has led both retail and wholesale businesses in developing and implementing effective marketing and corporate strategies that resulted in increased revenue and customer satisfaction. He has also transformed and repositioned several companies and organizations to cope with changing market dynamics and customer expectations. He is an optimistic and driven professional who sees every challenge as an opportunity and who strives to balance the interests of customers, employees and companies. He values knowledge sharing and teamwork as key factors for success. He is an expert who can offer a refreshing second opinion on any marketing or corporate strategy related issues in the telecommunications, cloud or IT sector. His extensive experience, combined with his straightforward approach to business and his ability to provide valuable insights and recommendations, make him a reliable partner and a valuable asset to any organization seeking sustainable growth

[booknetic staff=3]

&nbsp;","","Board Advisory,Branding,Business Ideas,Corporate Strategy,Go 2 Market,KPI / OKR / ESG,Product Management,Purpose,Sales Strategy","2023-02-24 22:55:51","440","https://xpertopinion.be/wp-content/uploads/2023/02/stjin.jpeg","https://vimeo.com/191813891","","https://www.linkedin.com/in/vanderplaetse/"
"1314","general","Inge Vandijck","Inge Vandijck is a sustainability advisor who can help you achieve your triple bottom line of people, planet and profit. She has over 20 years of experience in risk management, corporate social responsibility and environmental management.

She can provide you with a second opinion on your sustainability strategy, policies and practices, and help you identify and mitigate the risks and opportunities that come with being a responsible business. Inge Vandijck is passionate about creating positive impact for society and nature through her work.

She has worked with various sectors and organizations, from small businesses to multinational corporations, to help them improve their sustainability performance and reputation.

Inge is a certified implementer and trainer in the ISO 31000 Risk Management standard and follows a whole range of other standards, in order not to reinvent the wheel, including the ISO range of sustainability standards (14001 Environmental Management Systems, ISO 50001 Energy Management Systems, ISO 26000 Social Responsibility, ISO 20121: Sustainable Events Management, ISO 14064: Greenhouse Gas Accounting and Verification, ISO 14046: Water Footprint...)

If you are looking for a reliable and knowledgeable expert to provide you with a second opinion on your sustainability issues, Inge  is the one you need.

&nbsp;

[booknetic staff=42]","","ICT strategy &amp; Organization,Leadership Development,Learning and Talent Development,Renewable Energy,Sustainability","2023-02-23 05:37:24","341","https://xpertopinion.be/wp-content/uploads/2023/02/FB96EDA7-CD1A-460A-9002-DD47DA6A73A9.jpeg","","Security & Sustainability Xpert","https://www.linkedin.com/in/ingevandijck/"
"1307","general","Joost Rommelaere","<div class='feed-shared-inline-show-more-text feed-shared-update-v2__description feed-shared-inline-show-more-text--minimal-padding feed-shared-inline-show-more-text--expanded ' tabindex='-1' data-artdeco-is-focused='true'>
<div dir='ltr'>

Joost Rommelaere is a seasoned expert to give a second opinion on cyber security and digital transformation. He has more than 20 years of experience in various sectors, including the maritime industry, the chemical industry and consultancy<b>.</b> He has proven results by building customer-focused teams and managing changes carefully. He is pragmatic, innovative and passionate about his field. He can help you align your cyber security strategy with your business objectives and risks. If you are looking for a reliable and knowledgeable partner to support your digital transformation, then Joost Rommelaere is the right person for you.

</div>
<div class='update-components-text relative feed-shared-update-v2__commentary ' dir='ltr'><span class='break-words'><span dir='ltr'>Joost's areas of expertise are awareness, governance and resilience improvement. He has a long track record as a CIO in multinationals focusing on cybersecurity for critical infrastructure in the supply chain and the maritime sector. </span></span><span class='break-words'><span dir='ltr'>For the past 5 ½ years, he was the CIO of PSA Antwerp.
</span></span></div>
</div>
<div dir='ltr'></div>
<div dir='ltr'></div>
<div dir='ltr'>[booknetic staff=49]</div>","","Digital Transformation,ICT strategy &amp; Organization,ICT tooling,Security","2023-02-20 21:34:58","277","https://xpertopinion.be/wp-content/uploads/2023/02/83CF6A97-D568-4EE5-A325-6B6667CC308F.jpeg","","CISO & Security and Digital Transformation Xpert","https://www.linkedin.com/in/rommelaere/"
"1298","general","Isabel De Clerck","Isabel de Clercq is een geweldige expert om een tweede mening te geven over verschillende onderwerpen die te maken hebben met werk, welzijn en innovatie. Ze heeft meer dan 25 jaar ervaring als sales manager, change manager en content marketeer oa bij Wolters Kluwer België<a class='ac-anchor sup-target' href='https://readmylips.be/sprekers/isabel-de-clercq' target='_blank' rel='noopener' data-citationid='487aaafd-d96a-4bea-3d92-61e0a3d3a87e-2' aria-label='Isabel De Clercq | Read my lips'><sup>1</sup></a>. Ze is ook de auteur van verschillende boeken: Sproet, Gekruld en Het hybride werken. Ze is een veelgevraagd spreker over topics als kennisdeling, asynchrone samenwerking en het Hybride Werken<a class='ac-anchor sup-target' href='https://readmylips.be/sprekers/isabel-de-clercq' target='_blank' rel='noopener' data-citationid='487aaafd-d96a-4bea-3d92-61e0a3d3a87e-6' aria-label='Isabel De Clercq | Read my lips'><sup>1</sup></a>. Ze combineert een verfrissende visie met praktische oplossingen en een aanstekelijke enthousiasme. Ze weet hoe ze mensen kan inspireren en motiveren om anders te werken en te leren. Ze is niet bang om clichés onderuit te halen en een stevige ‘kick in the ass’ te geven<sup>1</sup>. Isabel de Clercq is de ideale persoon om u te helpen uw organisatie naar een hoger niveau te tillen

&nbsp;

https://www.connectsharelead.com

&nbsp;

[booknetic staff=23]","","Change Management,Hybrid Working,Leadership Development,Learning and Talent Development,LinkedIn : Marketing - Sales - Recrutement,Social Selling,Wellbeing","2023-02-20 21:07:12","356","https://xpertopinion.be/wp-content/uploads/2023/02/DED86A73-418D-4981-9EA3-FAE87A801B29.jpeg,https://xpertopinion.be/wp-content/uploads/2023/02/CE46BAC6-B7B7-44C4-9D41-8B80A948DEA2.jpeg,https://xpertopinion.be/wp-content/uploads/2023/02/9FF6C2C4-94D1-41C2-B0C7-38830214F25F.jpeg","https://www.youtube.com/watch?v=_om0c1PUPnU","","https://www.linkedin.com/in/isabeldeclercq/"
"1172","general","Ulrik Van Schepdael","Ulrik Van Schepdael is an expert in his field with a broad technology background and business acumen that drives and manages the success of an ICT company. He is an effective communicator who is creative and target-oriented. His specialties include leading high-tech businesses, managing the 4 P’s, innovation management, and strategic agility. Ulrik’s expertise in these areas makes him an ideal candidate to provide a second opinion. His ability to communicate effectively and his creativity make him a valuable asset to any team. Ulrik’s target-oriented approach ensures that he always delivers results that exceed expectations. His broad technology background combined with his business acumen makes him a valuable asset to any organization. Ulrik Van Schepdael is truly an expert in his field and a great choice for anyone seeking a second opinion

&nbsp;

[booknetic staff=14]","","Business Ideas,Lead Generation,M&amp;A / Due Dilligence,Product Management,Startup &amp; Scaling","2023-02-11 21:25:57","295","https://xpertopinion.be/wp-content/uploads/2023/02/6B149784-AC3C-43B8-A5EF-361BF969C79F.jpeg","","","https://www.linkedin.com/in/ulrikvanschepdael/"
"1166","general","Walter Van Uytven","<a class='tooltip-target' data-citationid='c8997519-6496-08a8-9ccf-12fb93e12444-2-group'>Walter Van Uytven is a professional with a passion for developing startups by streamlining their structure and commercial organization and by doing so let them grow into an open network of other companies</a><a class='ac-anchor sup-target' href='https://be.linkedin.com/in/waltervanuytven' target='_blank' rel='noopener' data-citationid='c8997519-6496-08a8-9ccf-12fb93e12444-2' aria-label='Walter Van Uytven - Leuven, Flemish Region, Belgium | Professional ...'><sup>1</sup></a>. <a class='tooltip-target' data-citationid='c8997519-6496-08a8-9ccf-12fb93e12444-4-group'>He has acquired experience and contacts during his career of setting up an ICT Integrator, an ICT buying group, an ICT channel and cloud division for a large incumbent telecom provider and finally … a world-class Belgian scale-up</a>

He's your xpert for business ideas, scaling, channel marketing and channel sales

&nbsp;

[booknetic staff=35]","","Channel Sales,Cloud Services,Go 2 Market,Sales Strategy,Startup &amp; Scaling","2023-02-11 21:16:56","295","https://xpertopinion.be/wp-content/uploads/2023/02/0B788A1F-B783-45C6-89F7-6D75C4046CAC.jpeg","https://www.youtube.com/watch?v=YyuHdN14-W8","","https://www.linkedin.com/in/waltervanuytven/"
"1157","general","Michel De Coster","<div dir='ltr' data-removefontsize='true' data-originalcomputedfontsize='16'>
<div>
<div>
<div>
<div data-removefontsize='true' data-originalcomputedfontsize='16'>
<div dir='auto'>

Michel De Coster is a seasoned executive, executive coach, and board member with extensive experience working in the Information and Communications Industry. With a Master's degree in Political and Social Sciences from VUB.

Michel has a demonstrated history of working with various boards and providing refreshing ideas and second opinions to help organizations achieve their goals. He has held executive roles at BT, SFR, Colt, and Belgacom, where he successfully led the development and implementation of corporate strategies and sales divisions.

Michel's no-nonsense approach to business makes him an ideal candidate for organizations seeking expert guidance in leadership development and sales strategy. His vast experience in the industry, combined with his ability to provide valuable insights and recommendations, has made him a trusted advisor to many organizations.

Michel's expertise in board advisory, corporate strategy, leadership development, sales strategy, and sales objectives, coupled with his exceptional communication and broad hands-on experiences, make him a valuable asset to any organization seeking to enhance its business operations and achieve sustainable growth.

</div>
</div>
</div>
</div>
</div>
</div>
<blockquote>
<div dir='ltr' data-removefontsize='true' data-originalcomputedfontsize='16'>
<div>
<div>
<blockquote>
<div>
<div data-removefontsize='true' data-originalcomputedfontsize='16'>
<div dir='auto'>
<p dir='auto' data-removefontsize='true' data-originalcomputedfontsize='16'></p>

</div>
</div>
</div></blockquote>
</div>
</div>
</div></blockquote>
[booknetic staff=4]","","M&amp;A / Due Dilligence,Sales Strategy","2023-02-10 18:28:44","523","https://xpertopinion.be/wp-content/uploads/2023/03/xpert-michel2.jpg","https://www.youtube.com/watch?v=6JIr12jrpfs","","https://www.linkedin.com/in/michel-de-coster-9936b846/"
